breed1	score1	breed2	score2	breed3	score3	timestamp	filename	path
miniature pinscher	0.693	"Doberman, Doberman pinscher"	0.199	kelpie	0.063	9336.514519	miniature_pinscher_101.jpg	images/miniature_pinscher_101.jpg
miniature pinscher	0.573	basenji	0.364	"Ibizan hound, Ibizan Podenco"	0.037	9339.816379	miniature_pinscher_102.jpg	images/miniature_pinscher_102.jpg
miniature pinscher	0.912	"Doberman, Doberman pinscher"	0.086	kelpie	0.002	9343.151845	miniature_pinscher_103.jpg	images/miniature_pinscher_103.jpg
miniature pinscher	0.991	toy terrier	0.005	Italian greyhound	0.003	9346.447069	miniature_pinscher_104.jpg	images/miniature_pinscher_104.jpg
miniature pinscher	0.997	"Doberman, Doberman pinscher"	0.002	toy terrier	0.001	9349.751402	miniature_pinscher_105.jpg	images/miniature_pinscher_105.jpg
miniature pinscher	0.981	toy terrier	0.013	Chihuahua	0.005	9353.067623	miniature_pinscher_106.jpg	images/miniature_pinscher_106.jpg
"Doberman, Doberman pinscher"	0.759	miniature pinscher	0.141	hartebeest	0.018	9356.411333	miniature_pinscher_107.jpg	images/miniature_pinscher_107.jpg
miniature pinscher	0.774	toy terrier	0.212	Chihuahua	0.014	9359.879862	miniature_pinscher_108.jpg	images/miniature_pinscher_108.jpg
miniature pinscher	0.316	toy terrier	0.285	Chihuahua	0.217	9363.18193	miniature_pinscher_109.jpg	images/miniature_pinscher_109.jpg
basenji	0.688	miniature pinscher	0.192	"Ibizan hound, Ibizan Podenco"	0.063	9366.501053	miniature_pinscher_11.jpg	images/miniature_pinscher_11.jpg
miniature pinscher	0.818	Chihuahua	0.151	toy terrier	0.022	9370.020441	miniature_pinscher_110.jpg	images/miniature_pinscher_110.jpg
miniature pinscher	0.92	kelpie	0.052	toy terrier	0.011	9373.326839	miniature_pinscher_111.jpg	images/miniature_pinscher_111.jpg
"Doberman, Doberman pinscher"	0.433	miniature pinscher	0.323	kelpie	0.215	9376.605146	miniature_pinscher_112.jpg	images/miniature_pinscher_112.jpg
miniature pinscher	0.512	toy terrier	0.426	Italian greyhound	0.023	9379.93758	miniature_pinscher_113.jpg	images/miniature_pinscher_113.jpg
miniature pinscher	0.959	toy terrier	0.025	Italian greyhound	0.01	9383.221298	miniature_pinscher_114.jpg	images/miniature_pinscher_114.jpg
miniature pinscher	0.389	"Doberman, Doberman pinscher"	0.211	kelpie	0.205	9386.517047	miniature_pinscher_115.jpg	images/miniature_pinscher_115.jpg
redbone	0.381	Rhodesian ridgeback	0.306	miniature pinscher	0.167	9389.822271	miniature_pinscher_116.jpg	images/miniature_pinscher_116.jpg
toy terrier	0.472	miniature pinscher	0.183	"Doberman, Doberman pinscher"	0.149	9393.114105	miniature_pinscher_117.jpg	images/miniature_pinscher_117.jpg
Rhodesian ridgeback	0.526	"vizsla, Hungarian pointer"	0.17	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.071	9396.407767	miniature_pinscher_118.jpg	images/miniature_pinscher_118.jpg
toy terrier	0.725	miniature pinscher	0.273	"Doberman, Doberman pinscher"	0.001	9399.722912	miniature_pinscher_119.jpg	images/miniature_pinscher_119.jpg
miniature pinscher	0.933	"Ibizan hound, Ibizan Podenco"	0.019	Italian greyhound	0.016	9403.014722	miniature_pinscher_12.jpg	images/miniature_pinscher_12.jpg
miniature pinscher	0.504	toy terrier	0.461	Chihuahua	0.026	9406.302749	miniature_pinscher_120.jpg	images/miniature_pinscher_120.jpg
miniature pinscher	0.818	toy terrier	0.105	Chihuahua	0.045	9409.812537	miniature_pinscher_121.jpg	images/miniature_pinscher_121.jpg
miniature pinscher	0.981	kelpie	0.008	toy terrier	0.004	9413.146018	miniature_pinscher_122.jpg	images/miniature_pinscher_122.jpg
miniature pinscher	0.715	"Doberman, Doberman pinscher"	0.168	kelpie	0.058	9416.467323	miniature_pinscher_123.jpg	images/miniature_pinscher_123.jpg
"dingo, warrigal, warragal, Canis dingo"	0.246	toy terrier	0.093	kelpie	0.093	9419.747685	miniature_pinscher_124.jpg	images/miniature_pinscher_124.jpg
miniature pinscher	0.291	Chihuahua	0.175	kelpie	0.141	9423.047488	miniature_pinscher_125.jpg	images/miniature_pinscher_125.jpg
Rhodesian ridgeback	0.731	redbone	0.227	"vizsla, Hungarian pointer"	0.017	9426.329859	miniature_pinscher_126.jpg	images/miniature_pinscher_126.jpg
miniature pinscher	0.293	Irish terrier	0.244	Italian greyhound	0.145	9429.630466	miniature_pinscher_127.jpg	images/miniature_pinscher_127.jpg
toy terrier	0.99	Chihuahua	0.007	Mexican hairless	0.003	9432.933746	miniature_pinscher_128.jpg	images/miniature_pinscher_128.jpg
basenji	0.381	miniature pinscher	0.232	redbone	0.21	9436.237108	miniature_pinscher_129.jpg	images/miniature_pinscher_129.jpg
miniature pinscher	0.995	"Doberman, Doberman pinscher"	0.004	Rottweiler	0.001	9439.517079	miniature_pinscher_13.jpg	images/miniature_pinscher_13.jpg
miniature pinscher	0.488	toy terrier	0.308	kelpie	0.133	9442.821075	miniature_pinscher_130.jpg	images/miniature_pinscher_130.jpg
miniature pinscher	0.971	"Doberman, Doberman pinscher"	0.016	toy terrier	0.01	9446.116748	miniature_pinscher_131.jpg	images/miniature_pinscher_131.jpg
EntleBucher	0.759	Greater Swiss Mountain dog	0.137	black-and-tan coonhound	0.019	9449.454705	miniature_pinscher_132.jpg	images/miniature_pinscher_132.jpg
miniature pinscher	0.915	kelpie	0.042	Chihuahua	0.018	9452.770838	miniature_pinscher_133.jpg	images/miniature_pinscher_133.jpg
miniature pinscher	0.953	"Doberman, Doberman pinscher"	0.022	kelpie	0.013	9456.104026	miniature_pinscher_134.jpg	images/miniature_pinscher_134.jpg
kelpie	0.526	bluetick	0.161	Appenzeller	0.061	9459.406915	miniature_pinscher_135.jpg	images/miniature_pinscher_135.jpg
miniature pinscher	0.678	kelpie	0.249	"Doberman, Doberman pinscher"	0.049	9462.733246	miniature_pinscher_136.jpg	images/miniature_pinscher_136.jpg
Mexican hairless	0.88	Italian greyhound	0.115	whippet	0.002	9466.038334	miniature_pinscher_137.jpg	images/miniature_pinscher_137.jpg
miniature pinscher	0.509	"Doberman, Doberman pinscher"	0.392	toy terrier	0.09	9469.319519	miniature_pinscher_138.jpg	images/miniature_pinscher_138.jpg
toy terrier	0.717	miniature pinscher	0.279	"Doberman, Doberman pinscher"	0.004	9472.655968	miniature_pinscher_139.jpg	images/miniature_pinscher_139.jpg
miniature pinscher	0.889	basenji	0.081	"Ibizan hound, Ibizan Podenco"	0.01	9475.98839	miniature_pinscher_14.jpg	images/miniature_pinscher_14.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.305	bull mastiff	0.208	"Staffordshire bullterrier, Staffordshire bull terrier"	0.184	9479.300323	miniature_pinscher_140.jpg	images/miniature_pinscher_140.jpg
Rhodesian ridgeback	0.483	miniature pinscher	0.207	redbone	0.194	9482.786497	miniature_pinscher_141.jpg	images/miniature_pinscher_141.jpg
miniature pinscher	0.948	toy terrier	0.024	"Doberman, Doberman pinscher"	0.016	9486.107967	miniature_pinscher_142.jpg	images/miniature_pinscher_142.jpg
"vizsla, Hungarian pointer"	0.457	Chesapeake Bay retriever	0.277	Weimaraner	0.077	9489.457128	miniature_pinscher_143.jpg	images/miniature_pinscher_143.jpg
"Doberman, Doberman pinscher"	0.944	miniature pinscher	0.052	toy terrier	0.002	9492.765443	miniature_pinscher_144.jpg	images/miniature_pinscher_144.jpg
redbone	0.734	"vizsla, Hungarian pointer"	0.175	Rhodesian ridgeback	0.052	9496.067594	miniature_pinscher_145.jpg	images/miniature_pinscher_145.jpg
miniature pinscher	0.968	Chihuahua	0.018	toy terrier	0.005	9499.359515	miniature_pinscher_146.jpg	images/miniature_pinscher_146.jpg
miniature pinscher	0.76	"Doberman, Doberman pinscher"	0.2	toy terrier	0.023	9502.637284	miniature_pinscher_147.jpg	images/miniature_pinscher_147.jpg
miniature pinscher	0.983	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.008	"vizsla, Hungarian pointer"	0.003	9505.924052	miniature_pinscher_148.jpg	images/miniature_pinscher_148.jpg
"Airedale, Airedale terrier"	0.756	miniature poodle	0.059	Irish terrier	0.054	9509.22148	miniature_pinscher_149.jpg	images/miniature_pinscher_149.jpg
miniature pinscher	0.672	kelpie	0.114	basenji	0.098	9512.501076	miniature_pinscher_15.jpg	images/miniature_pinscher_15.jpg
miniature pinscher	0.702	toy terrier	0.215	"Doberman, Doberman pinscher"	0.049	9515.794268	miniature_pinscher_150.jpg	images/miniature_pinscher_150.jpg
"Doberman, Doberman pinscher"	0.809	miniature pinscher	0.147	black-and-tan coonhound	0.022	9519.09728	miniature_pinscher_151.jpg	images/miniature_pinscher_151.jpg
miniature pinscher	0.597	kelpie	0.331	"Doberman, Doberman pinscher"	0.032	9522.39596	miniature_pinscher_152.jpg	images/miniature_pinscher_152.jpg
bluetick	0.48	black-and-tan coonhound	0.416	"Doberman, Doberman pinscher"	0.05	9525.738577	miniature_pinscher_153.jpg	images/miniature_pinscher_153.jpg
miniature pinscher	0.865	toy terrier	0.079	Chihuahua	0.011	9529.076958	miniature_pinscher_154.jpg	images/miniature_pinscher_154.jpg
miniature pinscher	0.504	Rottweiler	0.2	black-and-tan coonhound	0.113	9532.35791	miniature_pinscher_155.jpg	images/miniature_pinscher_155.jpg
miniature pinscher	0.827	toy terrier	0.102	kelpie	0.055	9535.65414	miniature_pinscher_156.jpg	images/miniature_pinscher_156.jpg
miniature pinscher	0.671	Rottweiler	0.278	"Airedale, Airedale terrier"	0.018	9538.971813	miniature_pinscher_157.jpg	images/miniature_pinscher_157.jpg
miniature pinscher	0.818	"Doberman, Doberman pinscher"	0.133	toy terrier	0.033	9542.262867	miniature_pinscher_158.jpg	images/miniature_pinscher_158.jpg
miniature pinscher	1	toy terrier	0	Chihuahua	0.00E+00	9545.571973	miniature_pinscher_159.jpg	images/miniature_pinscher_159.jpg
miniature pinscher	0.986	toy terrier	0.005	"Doberman, Doberman pinscher"	0.003	9548.905228	miniature_pinscher_16.jpg	images/miniature_pinscher_16.jpg
miniature pinscher	0.934	toy terrier	0.052	"Doberman, Doberman pinscher"	0.011	9552.377174	miniature_pinscher_160.jpg	images/miniature_pinscher_160.jpg
toy terrier	0.54	miniature pinscher	0.241	Chihuahua	0.216	9555.6567	miniature_pinscher_161.jpg	images/miniature_pinscher_161.jpg
miniature pinscher	0.609	"Doberman, Doberman pinscher"	0.213	kelpie	0.117	9558.946962	miniature_pinscher_162.jpg	images/miniature_pinscher_162.jpg
miniature pinscher	0.438	"Doberman, Doberman pinscher"	0.31	Rottweiler	0.132	9562.261304	miniature_pinscher_163.jpg	images/miniature_pinscher_163.jpg
miniature pinscher	0.961	toy terrier	0.036	"Doberman, Doberman pinscher"	0.001	9565.598312	miniature_pinscher_164.jpg	images/miniature_pinscher_164.jpg
miniature pinscher	0.702	"Doberman, Doberman pinscher"	0.127	black-and-tan coonhound	0.069	9568.901494	miniature_pinscher_165.jpg	images/miniature_pinscher_165.jpg
redbone	0.835	"vizsla, Hungarian pointer"	0.069	Rhodesian ridgeback	0.061	9572.182146	miniature_pinscher_166.jpg	images/miniature_pinscher_166.jpg
miniature pinscher	0.92	toy terrier	0.032	black-and-tan coonhound	0.014	9575.484269	miniature_pinscher_167.jpg	images/miniature_pinscher_167.jpg
toy terrier	0.648	kelpie	0.203	miniature pinscher	0.04	9578.783225	miniature_pinscher_168.jpg	images/miniature_pinscher_168.jpg
"Doberman, Doberman pinscher"	0.544	miniature pinscher	0.34	Rottweiler	0.094	9582.064522	miniature_pinscher_169.jpg	images/miniature_pinscher_169.jpg
miniature pinscher	0.333	Rhodesian ridgeback	0.243	redbone	0.199	9585.372545	miniature_pinscher_17.jpg	images/miniature_pinscher_17.jpg
miniature pinscher	0.988	toy terrier	0.011	Chihuahua	0.001	9588.710416	miniature_pinscher_170.jpg	images/miniature_pinscher_170.jpg
Rottweiler	0.247	black-and-tan coonhound	0.116	kelpie	0.079	9592.000168	miniature_pinscher_171.jpg	images/miniature_pinscher_171.jpg
"Doberman, Doberman pinscher"	0.779	black-and-tan coonhound	0.21	Rottweiler	0.006	9595.319926	miniature_pinscher_172.jpg	images/miniature_pinscher_172.jpg
kelpie	0.567	Rottweiler	0.182	miniature pinscher	0.133	9598.650891	miniature_pinscher_173.jpg	images/miniature_pinscher_173.jpg
miniature pinscher	0.842	"Staffordshire bullterrier, Staffordshire bull terrier"	0.07	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.041	9601.9294	miniature_pinscher_174.jpg	images/miniature_pinscher_174.jpg
miniature pinscher	0.66	Italian greyhound	0.206	toy terrier	0.081	9605.246188	miniature_pinscher_175.jpg	images/miniature_pinscher_175.jpg
kelpie	0.596	miniature pinscher	0.135	toy terrier	0.128	9608.572877	miniature_pinscher_176.jpg	images/miniature_pinscher_176.jpg
miniature pinscher	0.572	toy terrier	0.227	"Doberman, Doberman pinscher"	0.078	9611.852397	miniature_pinscher_177.jpg	images/miniature_pinscher_177.jpg
miniature pinscher	0.641	toy terrier	0.352	Chihuahua	0.005	9615.206615	miniature_pinscher_178.jpg	images/miniature_pinscher_178.jpg
miniature pinscher	0.974	toy terrier	0.019	"Doberman, Doberman pinscher"	0.005	9618.514056	miniature_pinscher_179.jpg	images/miniature_pinscher_179.jpg
miniature pinscher	0.911	toy terrier	0.074	Chihuahua	0.009	9622.023536	miniature_pinscher_18.jpg	images/miniature_pinscher_18.jpg
miniature pinscher	0.484	toy terrier	0.271	kelpie	0.188	9625.336147	miniature_pinscher_180.jpg	images/miniature_pinscher_180.jpg
redbone	0.422	miniature pinscher	0.224	Rhodesian ridgeback	0.038	9628.640655	miniature_pinscher_181.jpg	images/miniature_pinscher_181.jpg
toy terrier	0.72	miniature pinscher	0.278	Chihuahua	0.001	9631.968505	miniature_pinscher_182.jpg	images/miniature_pinscher_182.jpg
beagle	0.268	redbone	0.207	black-and-tan coonhound	0.145	9635.297857	miniature_pinscher_183.jpg	images/miniature_pinscher_183.jpg
toy terrier	0.506	kelpie	0.338	miniature pinscher	0.103	9638.604304	miniature_pinscher_184.jpg	images/miniature_pinscher_184.jpg
kelpie	0.442	"Ibizan hound, Ibizan Podenco"	0.227	miniature pinscher	0.223	9641.911261	miniature_pinscher_185.jpg	images/miniature_pinscher_185.jpg
miniature pinscher	0.552	toy terrier	0.328	kelpie	0.074	9645.212711	miniature_pinscher_186.jpg	images/miniature_pinscher_186.jpg
miniature pinscher	0.756	toy terrier	0.158	Chihuahua	0.035	9648.518245	miniature_pinscher_187.jpg	images/miniature_pinscher_187.jpg
toy terrier	0.504	miniature pinscher	0.228	Chihuahua	0.168	9651.806706	miniature_pinscher_188.jpg	images/miniature_pinscher_188.jpg
toy terrier	0.802	miniature pinscher	0.166	"Doberman, Doberman pinscher"	0.014	9655.105124	miniature_pinscher_189.jpg	images/miniature_pinscher_189.jpg
miniature pinscher	0.749	"Doberman, Doberman pinscher"	0.146	bath towel	0.049	9658.4024	miniature_pinscher_19.jpg	images/miniature_pinscher_19.jpg
miniature pinscher	0.825	toy terrier	0.093	"Doberman, Doberman pinscher"	0.057	9661.713795	miniature_pinscher_190.jpg	images/miniature_pinscher_190.jpg
miniature pinscher	0.535	toy terrier	0.305	"Doberman, Doberman pinscher"	0.151	9665.01967	miniature_pinscher_191.jpg	images/miniature_pinscher_191.jpg
toy terrier	0.478	miniature pinscher	0.184	Mexican hairless	0.174	9668.304557	miniature_pinscher_192.jpg	images/miniature_pinscher_192.jpg
miniature pinscher	0.565	"Doberman, Doberman pinscher"	0.145	Rottweiler	0.141	9671.631685	miniature_pinscher_193.jpg	images/miniature_pinscher_193.jpg
toy terrier	0.452	miniature pinscher	0.365	"Doberman, Doberman pinscher"	0.092	9674.987896	miniature_pinscher_194.jpg	images/miniature_pinscher_194.jpg
miniature pinscher	0.786	kelpie	0.043	"Ibizan hound, Ibizan Podenco"	0.04	9678.30504	miniature_pinscher_195.jpg	images/miniature_pinscher_195.jpg
miniature pinscher	0.619	toy terrier	0.113	Brabancon griffon	0.081	9681.635452	miniature_pinscher_196.jpg	images/miniature_pinscher_196.jpg
miniature pinscher	0.979	black-and-tan coonhound	0.012	"Doberman, Doberman pinscher"	0.004	9684.927488	miniature_pinscher_197.jpg	images/miniature_pinscher_197.jpg
Mexican hairless	0.421	"hyena, hyaena"	0.402	Border terrier	0.057	9688.256812	miniature_pinscher_198.jpg	images/miniature_pinscher_198.jpg
miniature pinscher	0.929	toy terrier	0.058	"Doberman, Doberman pinscher"	0.008	9691.537935	miniature_pinscher_199.jpg	images/miniature_pinscher_199.jpg
miniature pinscher	0.514	"Doberman, Doberman pinscher"	0.148	Rottweiler	0.146	9694.864038	miniature_pinscher_2.jpg	images/miniature_pinscher_2.jpg
miniature pinscher	0.982	Chihuahua	0.012	toy terrier	0.002	9698.3406	miniature_pinscher_20.jpg	images/miniature_pinscher_20.jpg
miniature pinscher	0.86	"Doberman, Doberman pinscher"	0.101	Rottweiler	0.02	9701.651387	miniature_pinscher_200.jpg	images/miniature_pinscher_200.jpg
Chihuahua	0.784	miniature pinscher	0.121	toy terrier	0.041	9704.958636	miniature_pinscher_21.jpg	images/miniature_pinscher_21.jpg
miniature pinscher	0.485	Chihuahua	0.341	toy terrier	0.17	9708.249798	miniature_pinscher_22.jpg	images/miniature_pinscher_22.jpg
miniature pinscher	0.597	toy terrier	0.373	Chihuahua	0.013	9711.540287	miniature_pinscher_23.jpg	images/miniature_pinscher_23.jpg
"Doberman, Doberman pinscher"	0.508	miniature pinscher	0.441	black-and-tan coonhound	0.027	9714.842946	miniature_pinscher_24.jpg	images/miniature_pinscher_24.jpg
miniature pinscher	0.935	"Doberman, Doberman pinscher"	0.037	toy terrier	0.026	9718.148815	miniature_pinscher_25.jpg	images/miniature_pinscher_25.jpg
miniature pinscher	0.989	"Doberman, Doberman pinscher"	0.007	Chihuahua	0.002	9721.47137	miniature_pinscher_26.jpg	images/miniature_pinscher_26.jpg
miniature pinscher	0.933	"Doberman, Doberman pinscher"	0.041	Rottweiler	0.01	9724.96143	miniature_pinscher_27.jpg	images/miniature_pinscher_27.jpg
toy terrier	0.482	miniature pinscher	0.47	"Doberman, Doberman pinscher"	0.028	9728.275459	miniature_pinscher_28.jpg	images/miniature_pinscher_28.jpg
"Doberman, Doberman pinscher"	0.653	redbone	0.095	miniature pinscher	0.068	9731.582513	miniature_pinscher_29.jpg	images/miniature_pinscher_29.jpg
miniature pinscher	0.543	basenji	0.391	Rhodesian ridgeback	0.013	9734.862736	miniature_pinscher_3.jpg	images/miniature_pinscher_3.jpg
miniature pinscher	0.474	kelpie	0.235	Appenzeller	0.121	9738.17741	miniature_pinscher_30.jpg	images/miniature_pinscher_30.jpg
miniature pinscher	0.84	toy terrier	0.113	"Doberman, Doberman pinscher"	0.02	9741.500247	miniature_pinscher_31.jpg	images/miniature_pinscher_31.jpg
basenji	0.26	toy terrier	0.236	Chihuahua	0.217	9744.780885	miniature_pinscher_32.jpg	images/miniature_pinscher_32.jpg
basenji	0.349	miniature pinscher	0.26	redbone	0.132	9748.096811	miniature_pinscher_33.jpg	images/miniature_pinscher_33.jpg
miniature pinscher	0.963	"Doberman, Doberman pinscher"	0.018	Chihuahua	0.011	9751.44432	miniature_pinscher_34.jpg	images/miniature_pinscher_34.jpg
miniature pinscher	0.804	"Doberman, Doberman pinscher"	0.182	toy terrier	0.01	9754.740846	miniature_pinscher_35.jpg	images/miniature_pinscher_35.jpg
miniature pinscher	0.475	"Doberman, Doberman pinscher"	0.106	Rottweiler	0.048	9758.040847	miniature_pinscher_36.jpg	images/miniature_pinscher_36.jpg
miniature pinscher	0.943	"Doberman, Doberman pinscher"	0.041	Rottweiler	0.012	9761.514677	miniature_pinscher_37.jpg	images/miniature_pinscher_37.jpg
"Boston bull, Boston terrier"	0.318	French bulldog	0.21	"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus"	0.209	9764.826976	miniature_pinscher_38.jpg	images/miniature_pinscher_38.jpg
miniature pinscher	0.806	basenji	0.128	Rhodesian ridgeback	0.028	9768.129488	miniature_pinscher_39.jpg	images/miniature_pinscher_39.jpg
miniature pinscher	0.912	toy terrier	0.03	"Doberman, Doberman pinscher"	0.024	9771.621357	miniature_pinscher_4.jpg	images/miniature_pinscher_4.jpg
miniature pinscher	0.998	toy terrier	0.002	"Doberman, Doberman pinscher"	0.001	9774.95066	miniature_pinscher_40.jpg	images/miniature_pinscher_40.jpg
miniature pinscher	0.945	Chihuahua	0.047	toy terrier	0.006	9778.239123	miniature_pinscher_41.jpg	images/miniature_pinscher_41.jpg
miniature pinscher	0.44	Chihuahua	0.364	toy terrier	0.139	9781.552821	miniature_pinscher_42.jpg	images/miniature_pinscher_42.jpg
"Ibizan hound, Ibizan Podenco"	0.692	Chihuahua	0.113	kelpie	0.079	9784.85514	miniature_pinscher_43.jpg	images/miniature_pinscher_43.jpg
kelpie	0.467	Rottweiler	0.406	"Doberman, Doberman pinscher"	0.029	9788.153819	miniature_pinscher_44.jpg	images/miniature_pinscher_44.jpg
"Ibizan hound, Ibizan Podenco"	0.353	Chihuahua	0.287	basenji	0.164	9791.446483	miniature_pinscher_45.jpg	images/miniature_pinscher_45.jpg
miniature pinscher	0.47	kelpie	0.27	"Doberman, Doberman pinscher"	0.184	9794.741395	miniature_pinscher_46.jpg	images/miniature_pinscher_46.jpg
"Doberman, Doberman pinscher"	0.882	miniature pinscher	0.078	toy terrier	0.03	9798.221868	miniature_pinscher_47.jpg	images/miniature_pinscher_47.jpg
miniature pinscher	0.938	"Doberman, Doberman pinscher"	0.033	toy terrier	0.018	9801.537071	miniature_pinscher_48.jpg	images/miniature_pinscher_48.jpg
miniature pinscher	0.778	basenji	0.208	toy terrier	0.012	9804.833081	miniature_pinscher_49.jpg	images/miniature_pinscher_49.jpg
miniature pinscher	0.389	Chihuahua	0.134	"Boston bull, Boston terrier"	0.114	9808.157078	miniature_pinscher_5.jpg	images/miniature_pinscher_5.jpg
miniature pinscher	0.968	"Doberman, Doberman pinscher"	0.015	toy terrier	0.011	9811.449105	miniature_pinscher_50.jpg	images/miniature_pinscher_50.jpg
miniature pinscher	0.98	toy terrier	0.014	Chihuahua	0.002	9814.76585	miniature_pinscher_51.jpg	images/miniature_pinscher_51.jpg
Rhodesian ridgeback	0.282	whippet	0.236	basenji	0.091	9818.076164	miniature_pinscher_52.jpg	images/miniature_pinscher_52.jpg
miniature pinscher	0.946	"Doberman, Doberman pinscher"	0.025	kelpie	0.014	9821.381941	miniature_pinscher_53.jpg	images/miniature_pinscher_53.jpg
miniature pinscher	0.601	"Doberman, Doberman pinscher"	0.26	Rottweiler	0.094	9824.667281	miniature_pinscher_54.jpg	images/miniature_pinscher_54.jpg
miniature pinscher	0.739	kelpie	0.112	"Doberman, Doberman pinscher"	0.092	9827.985318	miniature_pinscher_55.jpg	images/miniature_pinscher_55.jpg
miniature pinscher	0.979	"Doberman, Doberman pinscher"	0.01	toy terrier	0.007	9831.340675	miniature_pinscher_56.jpg	images/miniature_pinscher_56.jpg
miniature pinscher	0.763	Italian greyhound	0.207	Chihuahua	0.016	9834.642873	miniature_pinscher_57.jpg	images/miniature_pinscher_57.jpg
miniature pinscher	0.707	Italian greyhound	0.131	basenji	0.059	9837.934895	miniature_pinscher_58.jpg	images/miniature_pinscher_58.jpg
miniature pinscher	0.516	basenji	0.446	Chihuahua	0.015	9841.249662	miniature_pinscher_59.jpg	images/miniature_pinscher_59.jpg
miniature pinscher	0.993	"Doberman, Doberman pinscher"	0.003	toy terrier	0.002	9844.714036	miniature_pinscher_6.jpg	images/miniature_pinscher_6.jpg
miniature pinscher	0.916	toy terrier	0.051	Chihuahua	0.03	9848.004466	miniature_pinscher_60.jpg	images/miniature_pinscher_60.jpg
miniature pinscher	0.727	"Doberman, Doberman pinscher"	0.26	toy terrier	0.01	9851.301824	miniature_pinscher_61.jpg	images/miniature_pinscher_61.jpg
miniature pinscher	0.996	toy terrier	0.002	"Doberman, Doberman pinscher"	0.002	9854.596137	miniature_pinscher_62.jpg	images/miniature_pinscher_62.jpg
miniature pinscher	0.99	toy terrier	0.005	"Doberman, Doberman pinscher"	0.002	9857.93029	miniature_pinscher_63.jpg	images/miniature_pinscher_63.jpg
miniature pinscher	0.994	toy terrier	0.004	Chihuahua	0.002	9861.268079	miniature_pinscher_64.jpg	images/miniature_pinscher_64.jpg
miniature pinscher	0.995	toy terrier	0.005	Chihuahua	0	9864.598274	miniature_pinscher_65.jpg	images/miniature_pinscher_65.jpg
miniature pinscher	0.99	toy terrier	0.007	Chihuahua	0.001	9867.904559	miniature_pinscher_66.jpg	images/miniature_pinscher_66.jpg
miniature pinscher	0.355	Appenzeller	0.266	kelpie	0.202	9871.203092	miniature_pinscher_67.jpg	images/miniature_pinscher_67.jpg
miniature pinscher	0.867	toy terrier	0.107	kelpie	0.009	9874.508428	miniature_pinscher_68.jpg	images/miniature_pinscher_68.jpg
miniature pinscher	0.959	toy terrier	0.028	kelpie	0.009	9877.811169	miniature_pinscher_69.jpg	images/miniature_pinscher_69.jpg
miniature pinscher	0.813	kelpie	0.064	"Doberman, Doberman pinscher"	0.039	9881.108621	miniature_pinscher_7.jpg	images/miniature_pinscher_7.jpg
miniature pinscher	0.532	"Doberman, Doberman pinscher"	0.145	toy terrier	0.117	9884.414344	miniature_pinscher_70.jpg	images/miniature_pinscher_70.jpg
miniature pinscher	0.649	Chihuahua	0.132	"Staffordshire bullterrier, Staffordshire bull terrier"	0.065	9887.699791	miniature_pinscher_71.jpg	images/miniature_pinscher_71.jpg
miniature pinscher	0.728	"Doberman, Doberman pinscher"	0.209	Rottweiler	0.039	9891.005812	miniature_pinscher_72.jpg	images/miniature_pinscher_72.jpg
Rottweiler	0.493	miniature pinscher	0.397	"Doberman, Doberman pinscher"	0.029	9894.336059	miniature_pinscher_73.jpg	images/miniature_pinscher_73.jpg
miniature pinscher	0.952	"Doberman, Doberman pinscher"	0.016	Italian greyhound	0.01	9897.691258	miniature_pinscher_74.jpg	images/miniature_pinscher_74.jpg
miniature pinscher	0.96	Chihuahua	0.019	toy terrier	0.017	9901.228834	miniature_pinscher_75.jpg	images/miniature_pinscher_75.jpg
alp	0.366	"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis"	0.256	"cliff, drop, drop-off"	0.203	9904.577388	miniature_pinscher_76.jpg	images/miniature_pinscher_76.jpg
miniature pinscher	0.76	Chihuahua	0.191	toy terrier	0.043	9907.888022	miniature_pinscher_77.jpg	images/miniature_pinscher_77.jpg
miniature pinscher	0.384	Rottweiler	0.275	"Doberman, Doberman pinscher"	0.185	9911.17767	miniature_pinscher_78.jpg	images/miniature_pinscher_78.jpg
Rottweiler	0.198	"barrow, garden cart, lawn cart, wheelbarrow"	0.185	miniature pinscher	0.128	9914.500062	miniature_pinscher_79.jpg	images/miniature_pinscher_79.jpg
miniature pinscher	0.837	kelpie	0.05	Chihuahua	0.035	9918.009871	miniature_pinscher_8.jpg	images/miniature_pinscher_8.jpg
miniature pinscher	0.994	Chihuahua	0.003	toy terrier	0.001	9921.293975	miniature_pinscher_80.jpg	images/miniature_pinscher_80.jpg
redbone	0.304	Rhodesian ridgeback	0.161	Chihuahua	0.126	9924.631007	miniature_pinscher_81.jpg	images/miniature_pinscher_81.jpg
redbone	0.531	Rhodesian ridgeback	0.197	"vizsla, Hungarian pointer"	0.175	9927.947861	miniature_pinscher_82.jpg	images/miniature_pinscher_82.jpg
